sep=,
document,dataset_section,obligation,present,adequate,notes,annotator
techops_raw_annex_iv,training,quality_metrics,1,,,claude_normalized
techops_raw_annex_iv,training,contextual_characteristics,1,,,claude_normalized
techops_raw_annex_iv,validation,design_choices,0,,,claude_normalized
techops_raw_annex_iv,validation,provenance,0,,,claude_normalized
techops_raw_annex_iv,validation,preprocessing,0,,,claude_normalized
techops_raw_annex_iv,validation,assumptions,0,,,claude_normalized
techops_raw_annex_iv,validation,suitability,0,,,claude_normalized
techops_raw_annex_iv,validation,bias_examination,0,,,claude_normalized
techops_raw_annex_iv,validation,bias_mitigation,0,,,claude_normalized
techops_raw_annex_iv,validation,data_gap,0,,,claude_normalized
techops_raw_annex_iv,validation,relevance,0,,,claude_normalized
techops_raw_annex_iv,validation,representativeness,0,,,claude_normalized
techops_raw_annex_iv,validation,statistical_props,0,,,claude_normalized
techops_raw_annex_iv,validation,quality_metrics,0,,,claude_normalized
techops_raw_annex_iv,validation,contextual_characteristics,0,,,claude_normalized
techops_raw_annex_iv,testing,design_choices,0,,,claude_normalized
techops_raw_annex_iv,testing,provenance,0,,,claude_normalized
techops_raw_annex_iv,testing,preprocessing,0,,,claude_normalized
techops_raw_annex_iv,testing,assumptions,0,,,claude_normalized
techops_raw_annex_iv,testing,suitability,0,,,claude_normalized
techops_raw_annex_iv,testing,bias_examination,0,,,claude_normalized
techops_raw_annex_iv,testing,bias_mitigation,0,,,claude_normalized
techops_raw_annex_iv,testing,data_gap,0,,,claude_normalized
techops_raw_annex_iv,testing,relevance,0,,,claude_normalized
techops_raw_annex_iv,testing,representativeness,0,,,claude_normalized
techops_raw_annex_iv,testing,statistical_props,0,,,claude_normalized
techops_raw_annex_iv,testing,quality_metrics,0,,,claude_normalized
techops_raw_annex_iv,testing,contextual_characteristics,0,,,claude_normalized
